iter	Passed	Remaining
15189	212948	207621
15190	212964	207609
15191	212976	207593
15192	212990	207579
15193	213004	207564
15194	213021	207553
15195	213038	207542
15196	213054	207530
15197	213069	207517
15198	213084	207505
15199	213101	207493
15200	213116	207480
15201	213130	207466
15202	213144	207452
15203	213155	207435
15204	213167	207419
15205	213182	207406
15206	213193	207389
15207	213207	207375
15208	213218	207358
15209	213231	207343
15210	213248	207332
15211	213264	207319
15212	213280	207307
15213	213294	207294
15214	213306	207278
15215	213324	207267
15216	213338	207253
15217	213349	207237
15218	213363	207222
15219	213375	207207
15220	213387	207191
15221	213400	207176
15222	213411	207159
15223	213424	207144
15224	213438	207129
15225	213451	207114
15226	213463	207098
15227	213479	207087
15228	213499	207078
15229	213517	207068
15230	213528	207051
15231	213542	207037
15232	213557	207024
15233	213577	207016
15234	213591	207002
15235	213607	206989
15236	213623	206978
15237	213638	206964
15238	213653	206951
15239	213665	206936
15240	213677	206920
15241	213691	206906
15242	213705	206891
15243	213717	206875
15244	213733	206863
15245	213745	206847
15246	213758	206832
15247	213775	206821
15248	213789	206807
15249	213817	206806
15250	213831	206792
15251	213842	206775
15252	213858	206763
15253	213872	206749
15254	213884	206733
15255	213895	206716
15256	213906	206700
15257	213922	206687
15258	213936	206673
15259	213948	206658
15260	213960	206641
15261	213973	206627
15262	213987	206613
15263	214000	206597
15264	214011	206581
15265	214021	206563
15266	214034	206548
15267	214050	206535
15268	214061	206519
15269	214081	206510
15270	214092	206494
15271	214106	206479
15272	214117	206463
15273	214135	206453
15274	214151	206440
15275	214164	206425
15276	214180	206413
15277	214192	206397
15278	214203	206380
15279	214217	206366
15280	214230	206351
15281	214245	206338
15282	214261	206326
15283	214272	206309
15284	214285	206294
15285	214298	206279
15286	214315	206267
15287	214332	206257
15288	214349	206245
15289	214365	206234
15290	214377	206218
15291	214389	206201
15292	214400	206184
15293	214411	206167
15294	214423	206152
15295	214436	206137
15296	214451	206124
15297	214466	206110
15298	214477	206094
15299	214492	206081
15300	214506	206066
15301	214519	206052
15302	214530	206035
15303	214547	206023
15304	214563	206012
15305	214578	205998
15306	214593	205985
15307	214608	205972
15308	214625	205961
15309	214642	205950
15310	214655	205935
15311	214668	205920
15312	214684	205907
15313	214700	205896
15314	214718	205885
15315	214732	205871
15316	214747	205858
15317	214761	205844
15318	214772	205828
15319	214784	205812
15320	214797	205797
15321	214811	205783
15322	214829	205772
15323	214846	205761
15324	214859	205746
15325	214876	205734
15326	214887	205718
15327	214900	205702
15328	214910	205685
15329	214921	205668
15330	214933	205652
15331	214952	205643
15332	214966	205629
15333	214985	205619
15334	214998	205605
15335	215013	205591
15336	215026	205577
15337	215040	205562
15338	215056	205550
15339	215072	205538
15340	215083	205522
15341	215099	205509
15342	215112	205494
15343	215130	205484
15344	215144	205470
15345	215157	205455
15346	215171	205441
15347	215188	205429
15348	215203	205416
15349	215216	205402
15350	215231	205388
15351	215243	205373
15352	215256	205357
15353	215266	205340
15354	215280	205325
15355	215295	205312
15356	215308	205298
15357	215326	205287
15358	215341	205274
15359	215353	205258
15360	215366	205244
15361	215379	205228
15362	215389	205211
15363	215403	205197
15364	215418	205183
15365	215434	205171
15366	215449	205158
15367	215462	205143
15368	215477	205130
15369	215493	205118
15370	215506	205103
15371	215519	205088
15372	215533	205074
15373	215546	205059
15374	215559	205044
15375	215574	205031
15376	215586	205015
15377	215600	205001
15378	215612	204985
15379	215624	204969
15380	215637	204954
15381	215649	204938
15382	215662	204923
15383	215676	204909
15384	215691	204896
15385	215705	204882
15386	215722	204870
15387	215737	204858
15388	215749	204841
15389	215760	204825
15390	215776	204812
15391	215795	204803
15392	215809	204789
15393	215823	204775
15394	215836	204760
15395	215852	204748
15396	215865	204733
15397	215877	204718
15398	215889	204701
15399	215898	204683
15400	215909	204666
15401	215922	204651
15402	215936	204636
15403	215952	204624
15404	215966	204610
15405	215979	204596
15406	215993	204582
15407	216005	204565
15408	216018	204550
15409	216033	204537
15410	216045	204521
15411	216057	204505
15412	216070	204491
15413	216080	204473
15414	216092	204457
15415	216106	204442
15416	216120	204429
15417	216132	204413
15418	216150	204402
15419	216166	204391
15420	216180	204377
15421	216190	204359
15422	216209	204349
15423	216224	204336
15424	216236	204320
15425	216250	204307
15426	216264	204292
15427	216275	204276
15428	216287	204259
15429	216300	204244
15430	216314	204230
15431	216327	204216
15432	216339	204199
15433	216353	204186
15434	216368	204172
15435	216380	204157
15436	216391	204140
15437	216407	204127
15438	216421	204113
15439	216432	204096
15440	216445	204081
15441	216462	204070
15442	216479	204059
15443	216491	204043
15444	216504	204029
15445	216521	204017
15446	216533	204001
15447	216545	203985
15448	216561	203973
15449	216576	203960
15450	216589	203945
15451	216601	203929
15452	216612	203912
15453	216623	203895
15454	216642	203886
15455	216658	203873
15456	216674	203862
15457	216686	203846
15458	216698	203830
15459	216709	203813
15460	216720	203796
15461	216730	203778
15462	216742	203762
15463	216752	203745
15464	216765	203730
15465	216777	203713
15466	216792	203701
15467	216811	203692
15468	216826	203678
15469	216843	203667
15470	216855	203651
15471	216868	203636
15472	216884	203624
15473	216897	203609
15474	216909	203593
15475	216920	203576
15476	216932	203560
15477	216946	203546
15478	216962	203534
15479	216974	203518
15480	216991	203507
15481	217004	203492
15482	217017	203477
15483	217030	203462
15484	217043	203447
15485	217060	203436
15486	217075	203422
15487	217087	203407
15488	217101	203393
15489	217114	203378
15490	217130	203365
15491	217146	203353
15492	217159	203338
15493	217175	203327
15494	217194	203317
15495	217208	203303
15496	217223	203290
15497	217242	203280
15498	217260	203270
15499	217278	203260
15500	217289	203243
15501	217303	203229
15502	217317	203215
15503	217333	203203
15504	217346	203188
15505	217360	203174
15506	217373	203159
15507	217384	203143
15508	217398	203128
15509	217408	203111
15510	217419	203094
15511	217434	203080
15512	217452	203070
15513	217469	203059
15514	217480	203042
15515	217494	203028
15516	217505	203011
15517	217516	202994
15518	217533	202983
15519	217548	202970
15520	217566	202960
15521	217582	202948
15522	217598	202935
15523	217614	202923
15524	217627	202909
15525	217648	202901
15526	217662	202887
15527	217679	202875
15528	217695	202864
15529	217707	202848
15530	217721	202834
15531	217738	202822
15532	217757	202813
15533	217774	202802
15534	217796	202795
15535	217809	202780
15536	217825	202768
15537	217841	202756
15538	217854	202740
15539	217868	202726
15540	217886	202716
15541	217896	202698
15542	217910	202684
15543	217920	202667
15544	217935	202653
15545	217949	202640
15546	217960	202623
15547	217971	202606
15548	217984	202591
15549	217998	202577
15550	218011	202562
15551	218020	202543
15552	218039	202534
15553	218051	202518
15554	218062	202501
15555	218077	202488
15556	218087	202470
15557	218099	202454
15558	218112	202440
15559	218125	202425
15560	218136	202407
15561	218147	202390
15562	218163	202378
15563	218174	202362
15564	218185	202345
15565	218200	202331
15566	218210	202314
15567	218229	202305
15568	218244	202292
15569	218257	202277
15570	218271	202263
15571	218287	202250
15572	218302	202237
15573	218315	202222
15574	218331	202211
15575	218346	202197
15576	218360	202183
15577	218374	202169
15578	218392	202159
15579	218406	202144
15580	218416	202127
15581	218429	202112
15582	218444	202099
15583	218460	202087
15584	218474	202072
15585	218486	202057
15586	218501	202044
15587	218513	202028
15588	218528	202014
15589	218540	201998
15590	218553	201984
15591	218565	201968
15592	218577	201952
15593	218590	201938
15594	218603	201923
15595	218613	201905
15596	218626	201889
15597	218639	201874
15598	218655	201862
15599	218667	201847
15600	218679	201830
15601	218692	201816
15602	218708	201803
15603	218720	201787
15604	218731	201771
15605	218749	201760
15606	218762	201746
15607	218774	201729
15608	218788	201715
15609	218799	201699
15610	218815	201687
15611	218827	201671
15612	218840	201656
15613	218852	201640
15614	218863	201623
15615	218879	201611
15616	218890	201594
15617	218904	201580
15618	218916	201564
15619	218930	201550
15620	218944	201536
15621	218958	201522
15622	218970	201507
15623	218982	201490
15624	218997	201477
15625	219014	201466
15626	219029	201453
15627	219041	201437
15628	219056	201424
15629	219066	201406
15630	219079	201392
15631	219093	201378
15632	219109	201365
15633	219127	201354
15634	219141	201341
15635	219158	201329
15636	219168	201311
15637	219181	201297
15638	219191	201279
15639	219203	201263
15640	219219	201251
15641	219233	201237
15642	219247	201223
15643	219261	201208
15644	219275	201194
15645	219286	201178
15646	219298	201162
15647	219309	201145
15648	219320	201129
15649	219335	201115
15650	219350	201103
15651	219365	201089
15652	219375	201072
15653	219386	201054
15654	219396	201037
15655	219407	201020
15656	219417	201003
15657	219431	200989
15658	219444	200973
15659	219455	200957
15660	219471	200945
15661	219484	200930
15662	219498	200915
15663	219543	200930
15664	219591	200947
15665	219604	200932
15666	219616	200917
15667	219629	200902
15668	219643	200887
15669	219655	200871
15670	219668	200857
15671	219685	200845
15672	219701	200833
15673	219716	200820
15674	219732	200808
15675	219746	200794
15676	219757	200777
15677	219771	200762
15678	219783	200747
15679	219796	200732
15680	219810	200718
15681	219825	200705
15682	219839	200691
15683	219851	200675
15684	219863	200659
15685	219874	200643
15686	219887	200627
15687	219898	200611
15688	219913	200598
15689	219927	200584
15690	219939	200568
15691	219951	200551
15692	219959	200532
15693	219971	200516
15694	219981	200498
15695	219994	200484
15696	220006	200468
15697	220016	200451
15698	220027	200433
15699	220040	200419
15700	220054	200405
15701	220067	200390
15702	220077	200372
15703	220093	200359
15704	220107	200346
15705	220122	200332
15706	220134	200317
15707	220147	200302
15708	220159	200286
15709	220173	200272
15710	220184	200255
15711	220196	200240
15712	220208	200223
15713	220224	200211
15714	220239	200198
15715	220250	200182
15716	220263	200166
15717	220272	200148
15718	220284	200132
15719	220297	200117
15720	220312	200104
15721	220324	200088
15722	220338	200074
15723	220352	200060
15724	220363	200043
15725	220376	200028
15726	220394	200018
15727	220408	200004
15728	220418	199987
15729	220431	199972
15730	220444	199956
15731	220455	199940
15732	220467	199924
15733	220479	199908
15734	220490	199891
15735	220506	199879
15736	220522	199866
15737	220538	199854
15738	220549	199837
15739	220562	199823
15740	220578	199810
15741	220593	199798
15742	220606	199782
15743	220619	199767
15744	220631	199752
15745	220643	199736
15746	220658	199723
15747	220671	199708
15748	220686	199695
15749	220697	199679
15750	220711	199664
15751	220724	199650
15752	220734	199631
15753	220751	199620
15754	220762	199604
15755	220776	199589
15756	220790	199575
15757	220805	199562
15758	220821	199550
15759	220831	199533
15760	220843	199516
15761	220858	199503
15762	220874	199491
15763	220891	199480
15764	220903	199465
15765	220916	199449
15766	220930	199435
15767	220941	199418
15768	220955	199404
15769	220967	199389
15770	220982	199375
15771	220999	199364
15772	221019	199356
15773	221037	199345
15774	221052	199332
15775	221064	199316
15776	221077	199302
15777	221091	199288
15778	221103	199272
15779	221114	199254
15780	221127	199240
15781	221140	199225
15782	221153	199210
15783	221169	199197
15784	221183	199184
15785	221197	199170
15786	221213	199157
15787	221226	199143
15788	221241	199129
15789	221259	199119
15790	221274	199106
15791	221292	199096
15792	221306	199082
15793	221323	199070
15794	221336	199055
15795	221348	199040
15796	221362	199025
15797	221379	199014
15798	221397	199003
15799	221415	198993
15800	221429	198980
15801	221449	198970
15802	221464	198957
15803	221478	198944
15804	221492	198929
15805	221504	198913
15806	221516	198898
15807	221533	198886
15808	221544	198870
15809	221557	198855
15810	221570	198840
15811	221581	198823
15812	221596	198810
15813	221611	198796
15814	221628	198785
15815	221642	198771
15816	221656	198758
15817	221671	198744
15818	221686	198731
15819	221701	198718
15820	221715	198704
15821	221726	198687
15822	221741	198674
15823	221760	198664
15824	221771	198648
15825	221783	198632
15826	221794	198615
15827	221807	198600
15828	221822	198587
15829	221835	198572
15830	221849	198558
15831	221862	198543
15832	221875	198529
15833	221888	198513
15834	221904	198501
15835	221920	198489
15836	221932	198474
15837	221943	198457
15838	221955	198441
15839	221969	198427
15840	221982	198412
15841	221995	198397
15842	222008	198382
15843	222020	198366
15844	222034	198352
15845	222049	198339
15846	222065	198326
15847	222077	198311
15848	222093	198298
15849	222102	198280
15850	222119	198269
15851	222131	198253
15852	222149	198243
15853	222164	198229
15854	222180	198218
15855	222193	198202
15856	222212	198193
15857	222227	198180
15858	222242	198166
15859	222258	198154
15860	222272	198140
15861	222283	198124
15862	222296	198108
15863	222311	198095
15864	222324	198081
15865	222334	198063
15866	222348	198049
15867	222361	198034
15868	222375	198020
15869	222389	198006
15870	222406	197995
15871	222421	197982
15872	222433	197965
15873	222450	197954
15874	222463	197940
15875	222478	197927
15876	222493	197913
15877	222507	197899
15878	222520	197884
15879	222539	197875
15880	222552	197860
15881	222567	197847
15882	222585	197836
15883	222595	197819
15884	222610	197806
15885	222623	197790
15886	222636	197776
15887	222651	197763
15888	222663	197747
15889	222677	197732
15890	222690	197718
15891	222709	197708
15892	222724	197695
15893	222738	197681
15894	222751	197666
15895	222766	197653
15896	222780	197639
15897	222794	197625
15898	222805	197609
15899	222819	197594
15900	222832	197579
15901	222849	197568
15902	222864	197555
15903	222879	197542
15904	222892	197527
15905	222907	197514
15906	222924	197502
15907	222937	197487
15908	222954	197476
15909	222969	197463
15910	222982	197448
15911	222995	197433
15912	223009	197419
15913	223021	197403
15914	223040	197393
15915	223059	197384
15916	223071	197368
15917	223084	197353
15918	223096	197337
15919	223112	197325
15920	223125	197311
15921	223138	197295
15922	223151	197281
15923	223164	197266
15924	223180	197253
15925	223195	197240
15926	223208	197226
15927	223225	197214
15928	223236	197197
15929	223258	197190
15930	223271	197176
15931	223286	197162
15932	223300	197148
15933	223313	197134
15934	223332	197124
15935	223348	197111
15936	223366	197101
15937	223377	197084
15938	223388	197067
15939	223400	197051
15940	223418	197041
15941	223435	197030
15942	223450	197016
15943	223465	197004
15944	223482	196992
15945	223496	196978
15946	223512	196966
15947	223526	196952
15948	223541	196939
15949	223559	196928
15950	223577	196917
15951	223589	196901
15952	223602	196887
15953	223615	196872
15954	223629	196858
15955	223643	196844
15956	223658	196831
15957	223671	196816
15958	223683	196800
15959	223695	196784
15960	223706	196768
15961	223720	196753
15962	223733	196739
15963	223751	196728
15964	223763	196712
15965	223774	196696
15966	223786	196680
15967	223798	196664
15968	223809	196648
15969	223821	196632
15970	223832	196615
15971	223844	196599
15972	223855	196583
15973	223867	196567
15974	223879	196551
15975	223892	196536
15976	223906	196522
15977	223917	196506
15978	223929	196489
15979	223942	196475
15980	223957	196461
15981	223968	196445
15982	223980	196429
15983	223993	196414
15984	224004	196398
15985	224019	196384
15986	224031	196369
15987	224044	196354
15988	224056	196338
15989	224073	196326
15990	224086	196312
15991	224102	196299
15992	224115	196285
15993	224128	196270
15994	224138	196252
15995	224150	196236
15996	224164	196222
15997	224176	196206
15998	224188	196191
15999	224201	196176
16000	224214	196161
16001	224224	196143
16002	224235	196127
16003	224251	196115
16004	224264	196100
16005	224281	196088
16006	224294	196073
16007	224307	196058
16008	224326	196049
16009	224342	196037
16010	224353	196020
16011	224368	196006
16012	224380	195991
16013	224392	195975
16014	224407	195962
16015	224421	195948
16016	224434	195933
16017	224446	195917
16018	224458	195901
16019	224475	195890
16020	224490	195877
16021	224503	195862
16022	224517	195848
16023	224531	195834
16024	224547	195822
16025	224561	195808
16026	224573	195792
16027	224592	195782
16028	224608	195770
16029	224621	195755
16030	224632	195739
16031	224646	195724
16032	224665	195715
16033	224679	195701
16034	224694	195688
16035	224706	195672
16036	224721	195659
16037	224734	195643
16038	224749	195630
16039	224764	195618
16040	224780	195605
16041	224796	195593
16042	224810	195579
16043	224826	195567
16044	224836	195549
16045	224847	195533
16046	224860	195518
16047	224874	195504
16048	224885	195487
16049	224896	195470
16050	224909	195456
16051	224923	195441
16052	224938	195428
16053	224953	195415
16054	224966	195400
16055	224980	195386
16056	224996	195374
16057	225011	195361
16058	225026	195348
16059	225040	195334
16060	225056	195321
16061	225068	195305
16062	225083	195293
16063	225097	195278
16064	225109	195263
16065	225123	195248
16066	225138	195235
16067	225149	195218
16068	225161	195203
16069	225175	195189
16070	225192	195178
16071	225207	195164
16072	225221	195150
16073	225237	195138
16074	225251	195124
16075	225262	195108
16076	225281	195097
16077	225296	195085
16078	225314	195074
16079	225329	195061
16080	225344	195047
16081	225356	195032
16082	225369	195017
16083	225385	195005
16084	225401	194992
16085	225413	194976
16086	225428	194963
16087	225442	194949
16088	225451	194932
16089	225469	194921
16090	225482	194906
16091	225496	194892
16092	225516	194883
16093	225531	194869
16094	225544	194855
16095	225558	194841
16096	225574	194829
16097	225585	194812
16098	225596	194795
16099	225611	194782
16100	225623	194767
16101	225637	194752
16102	225650	194738
16103	225674	194732
16104	225689	194719
16105	225704	194705
16106	225717	194691
16107	225729	194676
16108	225740	194659
16109	225751	194642
16110	225763	194626
16111	225774	194609
16112	225786	194594
16113	225800	194580
16114	225814	194566
16115	225826	194550
16116	225839	194535
16117	225852	194520
16118	225865	194505
16119	225882	194494
16120	225897	194481
16121	225913	194468
16122	225926	194453
16123	225941	194440
16124	225956	194427
16125	225966	194410
16126	225980	194396
16127	225994	194381
16128	226005	194365
16129	226021	194353
16130	226036	194340
16131	226049	194325
16132	226068	194315
16133	226082	194301
16134	226098	194289
16135	226114	194277
16136	226131	194265
16137	226145	194251
16138	226161	194238
16139	226175	194225
16140	226189	194211
16141	226203	194197
16142	226220	194185
16143	226235	194172
16144	226249	194158
16145	226265	194145
16146	226277	194130
16147	226291	194116
16148	226305	194102
16149	226318	194087
16150	226329	194070
16151	226341	194055
16152	226354	194039
16153	226367	194025
16154	226381	194011
16155	226397	193998
16156	226412	193985
16157	226424	193970
16158	226440	193957
16159	226452	193942
16160	226465	193926
16161	226475	193909
16162	226487	193893
16163	226498	193877
16164	226512	193863
16165	226528	193850
16166	226539	193834
16167	226549	193817
16168	226560	193800
16169	226571	193784
16170	226585	193770
16171	226602	193758
16172	226616	193744
16173	226628	193728
16174	226639	193711
16175	226656	193700
16176	226668	193684
16177	226680	193669
16178	226692	193653
16179	226703	193636
16180	226714	193620
16181	226727	193605
16182	226739	193589
16183	226751	193573
16184	226761	193556
16185	226773	193540
16186	226784	193523
16187	226795	193507
16188	226805	193490
16189	226815	193472
16190	226827	193457
16191	226838	193440
16192	226850	193424
16193	226862	193408
16194	226876	193394
16195	226887	193378
16196	226898	193361
16197	226909	193345
16198	226920	193328
16199	226933	193313
16200	226952	193303
16201	226963	193287
16202	226974	193270
16203	226988	193256
16204	227001	193241
16205	227013	193225
16206	227025	193210
16207	227035	193192
16208	227046	193176
16209	227056	193159
16210	227073	193147
16211	227085	193131
16212	227101	193119
16213	227114	193104
16214	227126	193089
16215	227142	193076
16216	227155	193061
16217	227167	193046
16218	227182	193033
16219	227193	193016
16220	227205	193000
16221	227219	192986
16222	227229	192969
16223	227241	192953
16224	227255	192939
16225	227270	192926
16226	227282	192910
16227	227298	192898
16228	227314	192886
16229	227327	192871
16230	227344	192859
16231	227356	192843
16232	227369	192828
16233	227380	192812
16234	227391	192796
16235	227404	192780
16236	227414	192763
16237	227425	192747
16238	227442	192735
16239	227454	192720
16240	227465	192703
16241	227479	192689
16242	227493	192675
16243	227506	192660
16244	227519	192646
16245	227529	192628
16246	227542	192613
16247	227570	192611
16248	227582	192595
16249	227604	192588
16250	227627	192581
16251	227637	192564
16252	227655	192553
16253	227665	192536
16254	227677	192520
16255	227691	192506
16256	227703	192491
16257	227715	192475
16258	227726	192458
16259	227736	192441
16260	227751	192428
16261	227765	192414
16262	227779	192399
16263	227793	192386
16264	227806	192371
16265	227819	192356
16266	227831	192340
16267	227842	192324
16268	227858	192311
16269	227868	192294
16270	227878	192277
16271	227887	192258
16272	227898	192242
16273	227915	192231
16274	227929	192216
16275	227940	192200
16276	227952	192184
16277	227965	192169
16278	227976	192153
16279	227987	192137
16280	228000	192122
16281	228012	192106
16282	228022	192089
16283	228035	192074
16284	228051	192061
16285	228062	192045
16286	228073	192028
16287	228085	192013
16288	228099	191999
16289	228113	191984
16290	228124	191968
16291	228135	191951
16292	228147	191936
16293	228161	191922
16294	228172	191905
16295	228183	191888
16296	228197	191875
16297	228209	191859
16298	228218	191841
16299	228229	191825
16300	228241	191808
16301	228257	191796
16302	228270	191782
16303	228283	191767
16304	228299	191754
16305	228316	191743
16306	228328	191727
16307	228343	191714
16308	228354	191698
16309	228365	191681
16310	228379	191667
16311	228394	191653
16312	228406	191638
16313	228421	191625
16314	228433	191609
16315	228445	191594
16316	228457	191578
16317	228470	191563
16318	228483	191548
16319	228500	191537
16320	228514	191523
16321	228527	191508
16322	228543	191495
16323	228556	191481
16324	228571	191468
16325	228584	191453
16326	228596	191437
16327	228608	191422
16328	228621	191407
16329	228639	191396
16330	228652	191381
16331	228662	191364
16332	228675	191349
16333	228685	191331
16334	228696	191315
16335	228707	191298
16336	228717	191281
16337	228730	191266
16338	228742	191251
16339	228753	191234
16340	228763	191217
16341	228775	191201
16342	228785	191184
16343	228795	191166
16344	228806	191150
16345	228816	191132
16346	228832	191120
16347	228848	191108
16348	228862	191094
16349	228876	191080
16350	228889	191065
16351	228904	191052
16352	228916	191036
16353	228927	191020
16354	228940	191004
16355	228952	190989
16356	228968	190977
16357	228982	190963
16358	228996	190949
16359	229007	190932
16360	229020	190917
16361	229033	190902
16362	229048	190890
16363	229059	190873
16364	229076	190861
16365	229091	190848
16366	229107	190836
16367	229119	190821
16368	229131	190805
16369	229142	190788
16370	229156	190774
16371	229170	190760
16372	229183	190745
16373	229196	190731
16374	229210	190717
16375	229225	190704
16376	229236	190687
16377	229248	190672
16378	229265	190660
16379	229280	190646
16380	229297	190635
16381	229312	190622
16382	229324	190607
16383	229336	190591
16384	229359	190584
16385	229373	190570
16386	229389	190558
16387	229404	190545
16388	229418	190531
16389	229431	190516
16390	229446	190502
16391	229456	190485
16392	229469	190470
16393	229479	190453
16394	229489	190436
16395	229501	190420
16396	229512	190404
16397	229525	190389
16398	229537	190373
16399	229548	190357
16400	229559	190340
16401	229575	190328
16402	229592	190316
16403	229605	190302
16404	229616	190285
16405	229629	190271
16406	229642	190255
16407	229652	190238
16408	229664	190222
16409	229676	190207
16410	229689	190192
16411	229699	190175
16412	229714	190161
16413	229727	190147
16414	229744	190136
16415	229759	190122
16416	229775	190110
16417	229788	190095
16418	229804	190082
16419	229816	190067
16420	229831	190054
16421	229849	190043
16422	229860	190026
16423	229871	190010
16424	229886	189997
16425	229901	189984
16426	229912	189967
16427	229927	189954
16428	229940	189940
16429	229951	189923
16430	229963	189907
16431	229976	189893
16432	229987	189876
16433	230000	189861
16434	230013	189847
16435	230024	189830
16436	230035	189813
16437	230046	189797
16438	230060	189783
16439	230075	189770
16440	230086	189754
16441	230096	189736
16442	230108	189720
16443	230120	189705
16444	230133	189690
16445	230147	189676
16446	230158	189659
16447	230170	189644
16448	230181	189628
16449	230192	189611
16450	230203	189595
16451	230214	189578
16452	230224	189561
16453	230240	189549
16454	230255	189535
16455	230267	189520
16456	230279	189504
16457	230297	189494
16458	230315	189483
16459	230327	189467
16460	230341	189453
16461	230357	189440
16462	230373	189428
16463	230388	189415
16464	230402	189401
16465	230414	189386
16466	230428	189371
16467	230440	189356
16468	230452	189341
16469	230464	189324
16470	230480	189312
16471	230495	189299
16472	230508	189284
16473	230524	189272
16474	230535	189256
16475	230547	189240
16476	230561	189226
16477	230572	189209
16478	230583	189193
16479	230597	189179
16480	230613	189166
16481	230624	189151
16482	230637	189135
16483	230649	189120
16484	230662	189105
16485	230675	189090
16486	230686	189074
16487	230699	189059
16488	230716	189047
16489	230728	189031
16490	230738	189015
16491	230750	188999
16492	230763	188984
16493	230774	188968
16494	230784	188951
16495	230797	188935
16496	230810	188921
16497	230823	188906
16498	230838	188893
16499	230850	188877
16500	230865	188864
16501	230876	188848
16502	230890	188834
16503	230901	188817
16504	230912	188801
16505	230925	188786
16506	230937	188770
16507	230947	188753
16508	230958	188737
16509	230971	188722
16510	230986	188708
16511	230999	188694
16512	231009	188677
16513	231022	188662
16514	231032	188645
16515	231042	188628
16516	231056	188613
16517	231070	188599
16518	231083	188584
16519	231096	188569
16520	231108	188554
16521	231120	188539
16522	231131	188522
16523	231145	188508
16524	231158	188494
16525	231173	188480
16526	231186	188465
16527	231198	188450
16528	231212	188436
16529	231228	188424
16530	231244	188411
16531	231261	188400
16532	231275	188386
16533	231289	188371
16534	231302	188356
16535	231315	188342
16536	231329	188328
16537	231342	188313
16538	231354	188297
16539	231367	188283
16540	231380	188268
16541	231391	188252
16542	231404	188237
16543	231416	188221
16544	231432	188209
16545	231446	188195
16546	231459	188180
16547	231471	188165
16548	231487	188152
16549	231499	188137
16550	231512	188122
16551	231523	188105
16552	231533	188088
16553	231543	188071
16554	231558	188057
16555	231573	188045
16556	231586	188030
16557	231598	188014
16558	231612	188000
16559	231628	187988
16560	231641	187973
16561	231652	187957
16562	231668	187944
16563	231680	187929
16564	231690	187912
16565	231700	187894
16566	231714	187880
16567	231725	187864
16568	231738	187849
16569	231749	187833
16570	231762	187818
16571	231774	187802
16572	231787	187787
16573	231798	187771
16574	231808	187754
16575	231820	187738
16576	231832	187723
16577	231843	187707
16578	231858	187693
16579	231879	187685
16580	231893	187670
16581	231904	187654
16582	231918	187640
16583	231930	187625
16584	231942	187610
16585	231959	187598
16586	231974	187585
16587	231987	187570
16588	232000	187555
16589	232017	187543
16590	232030	187529
16591	232041	187512
16592	232051	187495
16593	232063	187480
16594	232078	187467
16595	232091	187451
16596	232101	187434
16597	232113	187419
16598	232125	187403
16599	232141	187391
16600	232159	187380
16601	232177	187370
16602	232190	187355
16603	232206	187342
16604	232220	187328
16605	232241	187320
16606	232253	187304
16607	232265	187289
16608	232280	187276
16609	232294	187262
16610	232309	187248
16611	232324	187236
16612	232341	187223
16613	232353	187208
16614	232364	187192
16615	232377	187177
16616	232387	187160
16617	232398	187143
16618	232407	187126
16619	232416	187107
16620	232427	187091
16621	232440	187076
16622	232452	187061
16623	232467	187048
16624	232481	187033
16625	232494	187018
16626	232508	187005
16627	232525	186993
16628	232535	186976
16629	232544	186958
16630	232557	186943
16631	232568	186927
16632	232583	186913
16633	232594	186897
16634	232607	186883
16635	232621	186868
16636	232634	186854
16637	232646	186838
16638	232657	186822
16639	232669	186806
16640	232683	186792
16641	232698	186779
16642	232713	186766
16643	232726	186751
16644	232740	186737
16645	232751	186721
16646	232762	186704
16647	232773	186688
16648	232784	186672
16649	232795	186655
16650	232808	186641
16651	232821	186625
16652	232833	186610
16653	232846	186596
16654	232858	186580
16655	232868	186562
16656	232877	186545
16657	232888	186528
16658	232900	186513
16659	232915	186500
16660	232931	186487
16661	232945	186473
16662	232958	186458
16663	232972	186445
16664	232986	186431
16665	233003	186419
16666	233017	186405
16667	233029	186390
16668	233042	186374
16669	233057	186362
16670	233069	186346
16671	233083	186332
16672	233095	186316
16673	233104	186299
16674	233118	186285
16675	233129	186268
16676	233139	186251
16677	233154	186238
16678	233166	186222
16679	233177	186206
16680	233188	186190
16681	233201	186175
16682	233212	186159
16683	233224	186143
16684	233234	186126
16685	233247	186111
16686	233258	186094
16687	233271	186080
16688	233281	186063
16689	233294	186048
16690	233311	186036
16691	233327	186024
16692	233342	186011
16693	233354	185996
16694	233366	185979
16695	233377	185964
16696	233391	185949
16697	233405	185935
16698	233420	185922
16699	233431	185906
16700	233441	185889
16701	233452	185872
16702	233465	185858
16703	233489	185851
16704	233503	185838
16705	233514	185822
16706	233526	185806
16707	233541	185792
16708	233554	185778
16709	233566	185762
16710	233579	185748
16711	233591	185732
16712	233603	185716
16713	233613	185700
16714	233629	185687
16715	233641	185671
16716	233652	185655
16717	233663	185639
16718	233675	185624
16719	233688	185608
16720	233702	185595
16721	233714	185579
16722	233728	185565
16723	233739	185549
16724	233753	185535
16725	233765	185519
16726	233777	185503
16727	233790	185489
16728	233805	185476
16729	233816	185460
16730	233827	185443
16731	233838	185427
16732	233850	185411
16733	233860	185394
16734	233876	185382
16735	233890	185368
16736	233904	185354
16737	233919	185341
16738	233929	185323
16739	233944	185310
16740	233956	185295
16741	233969	185280
16742	233985	185268
